Param0,String
472,"Pearl Box - 1,600+160"
473,Kanpacho's Organic Feed
474,[Event] Inventory +8 Expansion Coupon
475,Book of Training (3 Days)
476,Weapon Exchange Coupon (Staff)
477,[Event] Honey Rice Cake
478,[Event] Rice Cake
479,[Event] Cold Draft Beer
480,[Event] Cold Dark Beer
481,Taiwan Value Pack (1 Day)
482,Taiwan Value Pack (7 Days)
483,Taiwan Value Pack (15 Days)
484,Taiwan Value Pack (30 Days)
485,Taiwan Value Pack (90 Days)
486,Guild Skill Reset
487,Morco's Gear Bag
488,Patrigio's Apparel Bag
489,Blessing of Kamasylve 30 Days
490,Blessing of Kamasylve 90 Days
491,-
492,Farming EXP Transfer Coupon
493,Sailing EXP Transfer Coupon
494,[Event] New Year Wish Lantern Set A
495,[Event] New Year Wish Lantern Set B
496,Weapon Exchange Coupon (Kriegsmesser)
497,6 Sets of Functional Costumes 
498,-
499,[Loyalty] Mount Resurrection Scroll
500,Lara's Moving Bag
501,Test Object
502,Test NPC1
503,Test NPC2
504,Test NPC3
505,Test Monster
506,Villager
507,Villager
508,Villager
509,Villager
510,Animal
511,Animal
512,Character Test 1
513,Character Test 2
514,Character Test 3
515,Character Test 4
516,Hired NPC Test
517,Siege Guardian Stone
518,Bison
519,Bison
520,Bison
521,Combat Mercenary
522,Velia Freight Wagon
523,Combat Mercenary
524,Combat Mercenary
525,Combat Mercenary
526,Combat Mercenary
527,PC Mercenary
528,PC Mercenary
529,Outer Gate
530,Aal's Breath
531,Inner Gate
532,Best Student of Tranan Underfoe
533,Laborer
534,Laborer
535,Laborer
536,PC Mercenary
537,PC Mercenary
538,Laborer
539,Test Scarecrow
540,Rock
541,Rock
542,Rock
543,Rock
544,Villager
545,Villager
546,Villager
547,Villager
548,Medic
549,Black Crystal Spirit
550,Freight Ship
551,Calpheon Cargo Ship
552,Calpheon Freight Wagon
553,Cloud
554,Imp
555,Wagon
556,Seagull
557,Pigeon
558,Crow
559,Seagull
560,Pigeon
561,Crow
562,Camel
563,Villager
564,Villager
565,Villager
566,Villager
567,Villager
568,Character Model Test 1
569,Character Model Test 2
570,Character Model Test 3
571,Character Model Test 4
572,Character Model Test 5
573,Character Model Test 6
574,Character Model Test 7
575,Character Model Test 8
576,Character Model Test 9
577,Character Model Test 10
578,Villager
579,Villager
580,Villager
581,Villager
582,Villager
583,Villager
584,Villager
585,Villager
586,Villager
587,Villager
588,Villager
589,Villager
590,Crow
591,Cat
592,Villager
593,Villager
594,Tool
595,Tool
596,Tool
597,Villager
598,Villager
599,Villager
600,Villager
601,Villager
602,Villager
603,Villager
604,Villager
605,Villager
606,Villager
607,Villager
608,Villager
609,Villager
610,Villager
611,Villager
612,Villager
613,Ancient Artifact
614,Ancient Artifact
615,Ancient Artifact
616,Villager
617,Soldier
618,Villager
619,Villager
620,Villager
621,Villager
622,Villager
623,Villager
624,Villager
625,Fogan Test Subject
626,Villager
627,Villager
628,Tool
629,Villager
630,Villager
631,Villager
632,Villager
633,Villager
634,Villager
635,Villager
636,Villager
637,Villager
638,Laborer
639,Villager
640,Laborer
641,Villager
642,Villager
643,Soldier
644,Soldier
645,Laborer
646,Laborer
647,Villager
648,Laborer
649,Villager
650,Villager
651,Villager
652,Villager
653,Villager
654,Soldier
655,Soldier
656,Medic
657,Villager
658,Villager
659,Villager
660,Pig
661,Villager
662,Villager
663,Villager
664,Villager
665,Villager
666,Villager
667,Villager
668,Villager
669,Villager
670,Villager
671,Villager
672,Villager
673,Villager
674,Villager
675,Villager
676,Villager
677,Villager
678,Villager
679,Villager
680,Villager
681,Villager
682,Villager
683,Villager
684,Villager
685,Villager
686,Villager
687,Villager
688,Villager
689,Villager
690,Animal
691,Monster
692,Tool
693,Villager
694,Villager
695,Terrmian Wagon
696,Villager
697,Villager
698,Villager
699,Villager
700,Villager
701,Villager
702,Tarif Freight Ship
703,Villager
704,Gateway Hopping Harpy
705,Corpse
706,Gateway Hopping Harpy
707,Drunk
708,Drunk
709,Drunk
710,Laborer
711,Laborer
712,Laborer
713,Raft
714,Mount Wagon
715,Lift
716,Lift
718,Wagon
719,Velia Tribute Wagon
720,Heidel Tribute Wagon
721,Altinova Freight Ship
722,Ancado Freight Ship
726,Wagon Boarding Test (Velia)_Idx1
727,Villager
728,Olvia-Lema Shuttle
729,Port Ratt Freight Ship
731,Villager
732,Villager
733,Villager
734,Villager
735,Villager
736,Villager
737,Villager
738,Villager
739,Villager
740,Iliya Freight Ship
741,Ship Boarding Test (Velia)_Idx3
742,Villager
743,Villager
744,Villager
745,Villager
746,Villager
747,Villager
748,Villager
749,Villager
750,Villager
751,Villager
752,Mount
753,Villager
754,Villager
755,Villager
756,Grandpa Cron
757,Cronar Gift Box
758,Blizzard of Christmas
759,Villager
760,Mount
761,Giant Pearl Clam
762,Thunderbolt
763,Old Moon Rescue Boat
764,Adventurer's Supper
765,Villager
766,Villager
767,Villager
768,Villager
769,Villager
770,Firework Expert
771,Tool
772,Musical Spirit
773,Musical Spirit
774,Musical Spirit
775,Forza Spirit
776,Firework Expert A
777,Firework Expert B
778,Snow Fairy
779,Fireworks Expert C
780,Firework Expert D
781,Mount
782,Firecracker Expert (Terrmian)
783,Villager
784,Villager
785,Tool
786,Epheria Freight Wagon
787,Altinova Freight Ship
788,Tarif Freight Ship
789,Heidel Freight Wagon
790,Altinova Freight Wagon
791,Altinova Freight Wagon
792,Griffon
793,Griffon
794,Nineshark Hunting Ship
795,Terrmian Velia Liner
796,Terrmian - Velia Liner Control Tower
797,Terrmian Epheria Liner
798,Terrmian - Epheria Liner Control Tower
799,Griffon
800,Griffon
801,Griffon Station
802,Airship
803,Airship
804,Airship
805,Airship
809,O'dyllita Freight Wagon
810,Prison
811,Potion Wagon
812,Mountain of Eternal Winter Test NPC
813,Mountain of Eternal Winter Test NPC
814,Mountain of Eternal Winter Freight Wagon
870,Villager
871,Villager
872,Villager
880,Worker
881,Dye
882,Shop
883,Breeding
884,Villager
885,Villager
886,Villager
887,Villager
888,Villager
889,Villager
890,Goods
891,Goods
892,Goods
893,Goods
894,Goods
895,Goods
896,Goods
897,Goods
898,Worker
899,Grána Freight Wagon
901,Small Box
902,Outer Gate
903,Inner Gate
904,Flag
905,Fish Spotter
906,Outer Gate
907,Inner Gate
908,Defense Tower
909,Arena Entrance
910,Desert Tent
911,Outer Gate
912,Inner Gate
913,Outpost
914,Villager
915,Clearwater Fishing Point
916,Sea Fishing Point
917,Fishing Point
918,For DV Test
919,Thunderbolt
920,Entrance to Arena of Arsha
921,Worker Promotion Reset Coupon
922,Book of Combat (30 Days)
923,Fireworks Set
924,[Event] Bleach
925,[Event] Golden Bell
926,Fishing Pack
927,Training Pack
928,Combat/Skill EXP Exchange Coupon
929,Blacksmith's Secret Book - 50
930,Blacksmith's Secret Book - 100
931,Outfit Pack
932,Value Pack (4 Hours)
933,Value Pack (8 Hours)
934,Value Pack (12 Hours)
935,Clorince's Bag
936,Clorince's Travel Bag
937,Eileen's Bag
938,Eileen's Travel Bag
939,Halloween Witch
940,Final Battle Entrance
941,Extra Sailing EXP Scroll
942,Villager
943,Villager
944,Villager
945,Villager
946,Villager
947,Naphart Campsite
948,Book of Skills (15 Days)
949,Book of Skills (30 Days)
950,Desert Traveler
951,Taiwan Dark Knight Open Package
971,Fishing Rod
972,Villager
973,Villager
974,Villager
975,Griffon
976,Villager
977,Villager
978,Villager
979,Villager
980,Duvencrune Freight Wagon
981,Villager
982,Fishing Point
983,Villager
984,Villager
988,Drill Sergeant
989,Drill Sergeant
990,Mountain of Eternal Winter Test NPC
991,Mountain of Eternal Winter Test NPC
992,Mountain of Eternal Winter Test NPC
993,Drill Sergeant
994,Unknown Realm
995,Sound Test_ArmorMaterial_Character
996,Sound Test_WeaponrMaterial_Character
997,Horse
998,Villager
999,Filming Instructor
1001,Metal Processing Tool
1002,Carpentry Tool
1003,Hide Processing Tool
1004,Sewing Tool
1005,Jewel Crafting Tool
1006,Item Processing Tool
1007,Accessory Crafting Tool
1008,Furniture Crafting Tool
1009,Jukebox Test
1010,Cat Test
1025,Crafting Tool
1026,Bed
1027,Round Table
1028,Cooking Utensil
1029,Small Round Table
1030,Large Round Table
1031,Alchemy Tool
1032,Intermediate Cooking Utensil
1033,Advanced Cooking Utensil
1034,[L'elisir d'amore] Hot Tub
1035,Supreme Cooking Utensil
1051,Floor Mat
1052,Shabby Bed
1053,Sturdy Bed
1054,Small Wooden Crate
1055,Large Straw Basket
1056,High-quality Drawers
1057,Beginner Blacksmith Tool
1058,Intermediate Blacksmith Tool
1059,Advanced Blacksmith Tool
1060,Beginner Carpentry Tool
1061,Intermediate Carpentry Tool
1062,Advanced Carpentry Tool
1063,Beginner Polishing Tool
1064,Intermediate Polishing Tool
1065,Advanced Polishing Tool
1066,Balenos Traditional Cooking Ut
1067,Serendia Traditional Cooking Utensil
1068,Calpheon Traditional Cooking Utensil
1069,Custom Cooking Utensil
1070,Sturdy Advanced Cooking Utensil
1071,Sturdy Supreme Cooking Utensil
1072,Morning Light Traditional Cooking Utensil
1201,Pepper Crop
1202,Garlic Crop
1203,Onion Crop
1204,Strawberry Crop
1205,Hot Pepper Crop
1206,Pumpkin Crop
1207,Grape Crop
1208,Sunflower Crop
1209,Olive Crop
1210,Sunrise Herb Crop
1211,Silver Azalea Crop
1212,Fire Flake Flower Crop
1213,Dry Mane Grass Crop
1214,Silk Honey Grass Crop
1215,Everlasting Herb Crop
1216,Fortune Teller Mushroom Crop
1217,Arrow Mushroom Crop
1218,Dwarf Mushroom Crop
1219,Cloud Mushroom Crop
1220,Sky Mushroom Crop
1221,Tiger Mushroom Crop
1222,Emperor Mushroom Crop
1223,Ghost Mushroom Crop
1224,Fog Mushroom Crop
1225,Hump Mushroom Crop
1226,Bluffer Mushroom Crop
1227,Ancient Mushroom Crop
1228,Amanita Mushroom Crop
1229,Truffle Mushroom Crop
1230,Carrot Crop
1231,Tomato Crop
1232,Paprika Crop
1233,Potato Crop
1234,Barley Crop
1235,Wheat Crop
1236,Corn Crop
1237,Sweet Potato Crop
1238,Flax Crop
1239,Fig Crop
1240,Star Anise Crop
1241,Nutmeg Crop
1242,Freekeh Crop
1243,Teff Crop
1244,Acacia Crop
1245,Haystack
1246,Halloween Pumpkin Crop
1247,Haystack for Elephant
1248,Chicken Feed
1251,High-quality Pepper Crop
1252,High-quality Garlic Crop
1253,High-quality Onion Crop
1254,High-quality Strawberry Crop
1255,High-quality Hot Pepper Crop
1256,High-quality Pumpkin Crop
1257,High-quality Grape Crop
1258,High-quality Sunflower Crop
1259,High-quality Olive Crop
1260,High-quality Sunrise Herb Crop
1261,High-quality Silver Azalea Crop
1262,High-quality Fire Flake Flower Crop
1263,High-quality Dry Mane Grass Crop
1264,High-quality Silk Honey Grass Crop
1265,High-quality Everlasting Herb Crop
1266,High-quality Fortune Teller Mushroom Crop
1267,High-quality Arrow Mushroom Crop
1268,High-quality Dwarf Mushroom Crop
1269,High-quality Cloud Mushroom Crop
1270,High-quality Sky Mushroom Crop
1271,High-quality Tiger Mushroom Crop
1272,High-quality Emperor Mushroom Crop
1273,High-quality Ghost Mushroom Crop
1274,High-quality Fog Mushroom Crop
1275,High-quality Hump Mushroom Crop
1276,High-quality Bluffer Mushroom Crop
1277,High-quality Ancient Mushroom Crop
1278,High-quality Amanita Mushroom Crop
1279,High-quality Truffle Mushroom Crop
1280,High-quality Carrot Crop
1281,High-quality Tomato Crop
1282,High-quality Paprika Crop
1283,High-quality Potato Crop
1284,High-quality Barley Crop
1285,High-quality Wheat Crop
1286,High-quality Corn Crop
1287,High-quality Sweet Potato Crop
1288,High-quality Fig Crop
1289,High-quality Star Anise Crop
1290,High-quality Nutmeg Crop
1291,High-quality Freekeh Crop
1292,High-quality Teff Crop
1293,High-quality Acacia Crop
1294,High-quality Haystack
1295,High-quality Halloween Pumpkin Crop
1296,Good Chicken Feed
1301,Special Pepper Crop
1302,Special Garlic Crop
1303,Special Onion Crop
1304,Special Strawberry Crop
1305,Special Hot Pepper Crop
1306,Special Pumpkin Crop
1307,Special Grape Crop
1308,Special Sunflower Crop
1309,Special Olive Crop
1310,Special Sunrise Herb Crop
1311,Special Silver Azalea Crop
1312,Special Fire Flake Flower Crop
1313,Special Dry Mane Grass Crop
1314,Special Silk Honey Grass Crop
1315,Special Everlasting Herb Crop
1316,Special Fortune Teller Mushroom Crop
1317,Special Arrow Mushroom Crop
1318,Special Dwarf Mushroom Crop
1319,Special Cloud Mushroom Crop
1320,Special Sky Mushroom Crop
1321,Special Tiger Mushroom Crop
1322,Special Emperor Mushroom Crop
1323,Special Ghost Mushroom Crop
1324,Special Fog Mushroom Crop
1325,Special Hump Mushroom Crop
1326,Special Bluffer Mushroom Crop
1327,Special Ancient Mushroom Crop
1328,Special Amanita Mushroom Crop
1329,Special Truffle Mushroom Crop
1330,Special Carrot Crop
1331,Special Tomato Crop
1332,Special Paprika Crop
1333,Special Potato Crop
1334,Special Barley Crop
1335,Special Wheat Crop
1336,Special Corn Crop
1337,Special Sweet Potato Crop
1338,Special Fig Crop
1339,Special Star Anise Crop
1340,Special Nutmeg Crop
1341,Special Freekeh Crop
1342,Special Teff Crop
1343,Nolina Crop
1344,Penestraria Crop
1345,Dalvenia Alrea Crop
1346,High-quality Nolina
1347,High-quality Penestraria
1348,High-quality Dalvenia Alrea
1349,Special Nolina
1350,Special Penestraria
1351,Special Dalvenia Alrea
1352,Bouquet Mushroom Crop
1353,Leccinum Crop
1354,Purple Mushroom Crop
1355,Pie Mushroom Crop
1356,High-quality Bouquet Mushroom Crop
1357,High-quality Leccinum Crop
1358,High-quality Purple Mushroom Crop
1359,High-quality Pie Mushroom Crop
1360,Special Bouquet Mushroom Crop
1361,Special Leccinum Crop
1362,Special Purple Mushroom Crop
1363,Special Pie Mushroom Crop
1364,Special Acacia Crop
1365,Special Haystack
1366,Special Halloween Pumpkin Crop
1367,Special Chicken Feed
1368,Delotia Crop
1369,Magical Chicken Feed
1370,Magical Haystack
1371,High-quality Delotia Crop
1372,Special Delotia Crop
1373,Mysterious Delotia Crop
1374,Magical Delotia
1375,[Event] Nutritious Chicken Feed
1376,[Event] Nutritious Haystack
1377,Citron for Farming
1378,High-quality Citron for Farming
1379,Special Citron for Farming
1380,Mystical Citron for Farming
1381,Magical Citron
1382,Chanterelle Hypha
1383,High-quality Chanterelle Hypha
1384,Special Chanterelle Hypha
1385,Magical Chanterelle Hypha
1386,Mysterious Chanterelle Hypha
1387,Red-spotted Amanita Hypha
1388,High-quality Red-spotted Amanita Hypha
1389,Special Red-spotted Amanita Hypha
1390,Magical Red-spotted Amanita Hypha
1391,Mysterious Red-spotted Amanita Hypha
1392,Mesima Hypha
1393,High-quality Mesima Hypha
1394,Special Mesima Hypha
1395,Magical Mesima Hypha
1396,Mysterious Mesima Hypha
1397,Dictyophora Hypha
1398,High-quality Dictyophora Hypha
1399,Special Dictyophora Hypha
1400,Magical Dictyophora Hypha
1401,Red Rose Crop
1402,White Rose Crop
1403,Yellow Tulip Crop
1404,Scarlet Tulip Crop
1405,Large Sunflower Crop
1406,Juicy Strawberry Crop
1407,Aromatic Garlic Crop
1408,Dwarf Olive Tree Crop
1409,Bumpy Pumpkin Crop
1410,Purple Onion Crop
1411,Withered Wheat Crop
1412,Warm plant
1413,Red Tulip
1414,Mysterious Dictyophora Hypha
1415,Napa Cabbage Seed
1416,High-quality Napa Cabbage Seed
1417,Special Napa Cabbage Seed
1418,Magical Napa Cabbage Seed
1419,Mystical Napa Cabbage Seed
1420,Radish Seed
1421,High-quality Radish Seed
1422,Special Radish Seed
1423,Magical Radish Seed
1424,Mystical Radish Seed
1425,Perilla Seed
1426,High-quality Perilla Seed
1427,Special Perilla Seed
1428,Magical Perilla Seed
1429,Mystical Perilla Seed
1430,Rice Seed
1431,High-quality Rice Seed
1432,Special Rice Seed
1433,Magical Rice Seed
1434,Mystical Rice Seed
1435,Strange and Beautiful Rice Seed
1436,Truffle Mushroom Crop
1451,Withered Wheat Seed
1452,Withered Grape Seed
1453,Withered Sunrise Herb Seed
1454,Wiggly Wriggly Sapling
1455,Grower Sapling
1456,Withered Acacia Seed
1457,Cherry Blossom Tree Crop
1481,Scarecrow
1482,Irrigation System
1483,Cacao Crop
1484,Cacao Crop
1485,Snowflake Tree
1486,Cherry Blossom Tree
1488,[Event] Unsound Seed Potato
1496,Tulip
1500,QA Super Seed
1501,Alchemy Tool
1502,Disassembly Tool
1503,Rain Water Gathering Tool
1504,Brazier
1505,Anvil
1506,Mortar
1507,Stump
1508,Signboard
1509,Storage Container
1510,Bed 1
1511,Bed 2
1512,Bed 3
1513,Bookshelf 1
1514,Bookshelf 2
1515,Bookshelf 3
1516,Intermediate Alchemy Tool
1517,Advanced Alchemy Tool
1521,Weapon Refining Tool (Metal)
1522,Armor Refining Tool
1523,Carpentry Tool
1524,Sewing Tool
1525,Polishing Tool
1527,Masonry Tool
1528,Balenos Traditional Alchemy To
1529,Serendia Traditional Alchemy Tool
1530,Calpheon Traditional Alchemy Tool
1531,Custom Alchemy Tool
1532,Supreme Alchemy Tool
1533,Sturdy Supreme Cooking Utensil
1534,Sturdy Supreme Alchemy Tool
1535,Morning Light Traditional Alchemy Tool
1551,Mysterious Pepper Crop
1552,Mysterious Garlic Crop
1553,Mysterious Onion Crop
1554,Mysterious Hot Pepper Crop
1555,Mysterious Pumpkin Crop
1556,Mysterious Carrot Crop
1557,Mysterious Strawberry Crop
1558,Mysterious Grape Crop
1559,Mysterious Sunflower Crop
1560,Mysterious Olive Crop
1561,Mysterious Tomato Crop
1562,Mysterious Paprika Crop
1563,Mysterious Potato Crop
1564,Mysterious Barley Crop
1565,Mysterious Wheat Crop
1566,Mysterious Corn Crop
1567,Mysterious Sweet Potato Crop
1568,Mysterious Fig Crop
1569,Mysterious Star Anise Crop
1570,Mysterious Nutmeg Crop
1571,Mysterious Freekeh Crop
1572,Mysterious Teff Crop
1573,Mysterious Sunrise Herb Crop
1574,Mysterious Silver Azalea Crop
1575,Mysterious Fire Flake Flower Crop
1576,Mysterious Dry Mane Grass Crop
1577,Mysterious Silk Honey Grass Crop
1578,Mysterious Everlasting Herb Crop
1579,Mysterious Fortune Teller Mushroom Crop
1580,Mysterious Arrow Mushroom Crop
1581,Mysterious Dwarf Mushroom Crop
1582,Mysterious Cloud Mushroom Crop
1583,Mysterious Sky Mushroom Crop
1584,Mysterious Tiger Mushroom Crop
1585,Mysterious Emperor Mushroom Crop
1586,Mysterious Ghost Mushroom Crop
1587,Mysterious Fog Mushroom Crop
1588,Mysterious Hump Mushroom Crop
1589,Mysterious Bluffer Mushroom Crop
1590,Mysterious Ancient Mushroom Crop
1591,Mysterious Amanita Mushroom Crop
1592,Mysterious Truffle Mushroom Crop
1593,Mysterious Nolina
1594,Mysterious Penestraria
1595,Mysterious Dalvenia Alrea
1596,Mysterious Bouquet Mushroom Crop
1597,Mysterious Leccinum Crop
1598,Mysterious Purple Mushroom Crop
1599,Mysterious Pie Mushroom Crop
1600,Mysterious Acacia Crop
1601,Magical Pepper
1602,Magical Garlic
1603,Magical Onion
1604,Magical Hot Pepper
1605,Magical Pumpkin
1606,Magical Carrot
1607,Magical Strawberry
1608,Magical Grape
1609,Magical Sunflower
1610,Magical Olive
1611,Magical Tomato
1612,Magical Paprika
1613,Magical Potato
1614,Magical Barley
1615,Magical Wheat
1616,Magical Corn
1617,Magical Sweet Potato
1618,Magical Fig
1619,Magical Star Anise
1620,Magical Nutmeg
1621,Magical Freekeh
1622,Magical Teff
1623,Magical Sunrise Herb
1624,Magical Silver Azalea
1625,Magical Fire Flake Flower
1626,Magical Dry Mane Grass
1627,Magical Silk Honey Grass
1628,Magical Everlasting Herb
1629,Magical Fortune Teller Mushroom
1630,Magical Arrow Mushroom
1631,Magical Dwarf Mushroom
1632,Magical Cloud Mushroom
1633,Magical Sky Mushroom
1634,Magical Tiger Mushroom
1635,Magical Emperor Mushroom
1636,Magical Ghost Mushroom
1637,Magical Fog Mushroom
1638,Magical Hump Mushroom
1639,Magical Bluffer Mushroom
1640,Magical Ancient Mushroom
1641,Magical Amanita Mushroom
1642,Magical Truffle Mushroom
1643,Magical Nolina
1644,Magical Penestraria
1645,Magical Dalvenia Alrea
1646,Magical Bouquet Mushroom
1647,Magical Leccinum
1648,Magical Purple Mushroom
1649,Magical Pie Mushroom
1650,Magical Acacia
1651,[Event] Gold Barley
1701,Kuku Nest
1702,[Event] Fresh Tulip
1703,[Event] Healthy Sapling
1704,Cherry Blossom Tree
1705,[Event] Fragrant Tulip
1707,[Event] Rice Seed of Abundance
1708,Snowflake Tree
2001,Strong Fence Garden
2002,Shabby Fence Garden
2003,Ordinary Garden
2004,Small Garden
2005,Medium Tent
2006,Medium Tent
2007,Drilling Facility
2008,Command Post
2009,Square Fort
